Train,File,측정 시작 시각,고장 시각,RUL_sec
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325192839.tdms,2016-03-25 19:28:39,2016-03-26 03:58:39,30600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325193839.tdms,2016-03-25 19:38:39,2016-03-26 03:58:39,30000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325194839.tdms,2016-03-25 19:48:39,2016-03-26 03:58:39,29400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325195839.tdms,2016-03-25 19:58:39,2016-03-26 03:58:39,28800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325200839.tdms,2016-03-25 20:08:39,2016-03-26 03:58:39,28200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325201839.tdms,2016-03-25 20:18:39,2016-03-26 03:58:39,27600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325202839.tdms,2016-03-25 20:28:39,2016-03-26 03:58:39,27000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325203839.tdms,2016-03-25 20:38:39,2016-03-26 03:58:39,26400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325204839.tdms,2016-03-25 20:48:39,2016-03-26 03:58:39,25800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325205839.tdms,2016-03-25 20:58:39,2016-03-26 03:58:39,25200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325210839.tdms,2016-03-25 21:08:39,2016-03-26 03:58:39,24600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325211839.tdms,2016-03-25 21:18:39,2016-03-26 03:58:39,24000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325212839.tdms,2016-03-25 21:28:39,2016-03-26 03:58:39,23400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325213839.tdms,2016-03-25 21:38:39,2016-03-26 03:58:39,22800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325214839.tdms,2016-03-25 21:48:39,2016-03-26 03:58:39,22200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325215839.tdms,2016-03-25 21:58:39,2016-03-26 03:58:39,21600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325220839.tdms,2016-03-25 22:08:39,2016-03-26 03:58:39,21000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325221839.tdms,2016-03-25 22:18:39,2016-03-26 03:58:39,20400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325222839.tdms,2016-03-25 22:28:39,2016-03-26 03:58:39,19800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325223839.tdms,2016-03-25 22:38:39,2016-03-26 03:58:39,19200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325224839.tdms,2016-03-25 22:48:39,2016-03-26 03:58:39,18600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325225839.tdms,2016-03-25 22:58:39,2016-03-26 03:58:39,18000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325230839.tdms,2016-03-25 23:08:39,2016-03-26 03:58:39,17400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325231839.tdms,2016-03-25 23:18:39,2016-03-26 03:58:39,16800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325232839.tdms,2016-03-25 23:28:39,2016-03-26 03:58:39,16200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325233839.tdms,2016-03-25 23:38:39,2016-03-26 03:58:39,15600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325234839.tdms,2016-03-25 23:48:39,2016-03-26 03:58:39,15000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325235839.tdms,2016-03-25 23:58:39,2016-03-26 03:58:39,14400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326000839.tdms,2016-03-26 00:08:39,2016-03-26 03:58:39,13800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326001839.tdms,2016-03-26 00:18:39,2016-03-26 03:58:39,13200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326002839.tdms,2016-03-26 00:28:39,2016-03-26 03:58:39,12600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326003839.tdms,2016-03-26 00:38:39,2016-03-26 03:58:39,12000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326004839.tdms,2016-03-26 00:48:39,2016-03-26 03:58:39,11400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326005839.tdms,2016-03-26 00:58:39,2016-03-26 03:58:39,10800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326010839.tdms,2016-03-26 01:08:39,2016-03-26 03:58:39,10200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326011839.tdms,2016-03-26 01:18:39,2016-03-26 03:58:39,9600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326012839.tdms,2016-03-26 01:28:39,2016-03-26 03:58:39,9000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326013839.tdms,2016-03-26 01:38:39,2016-03-26 03:58:39,8400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326014839.tdms,2016-03-26 01:48:39,2016-03-26 03:58:39,7800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326015839.tdms,2016-03-26 01:58:39,2016-03-26 03:58:39,7200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326020839.tdms,2016-03-26 02:08:39,2016-03-26 03:58:39,6600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326021839.tdms,2016-03-26 02:18:39,2016-03-26 03:58:39,6000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326022839.tdms,2016-03-26 02:28:39,2016-03-26 03:58:39,5400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326023839.tdms,2016-03-26 02:38:39,2016-03-26 03:58:39,4800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326024839.tdms,2016-03-26 02:48:39,2016-03-26 03:58:39,4200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326025839.tdms,2016-03-26 02:58:39,2016-03-26 03:58:39,3600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326030839.tdms,2016-03-26 03:08:39,2016-03-26 03:58:39,3000.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326031839.tdms,2016-03-26 03:18:39,2016-03-26 03:58:39,2400.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326032839.tdms,2016-03-26 03:28:39,2016-03-26 03:58:39,1800.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326033839.tdms,2016-03-26 03:38:39,2016-03-26 03:58:39,1200.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326034839.tdms,2016-03-26 03:48:39,2016-03-26 03:58:39,600.0
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160326035839.tdms,2016-03-26 03:58:39,2016-03-26 03:58:39,0.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414175132.tdms,2016-04-14 17:51:32,2016-04-16 06:41:32,132600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414180132.tdms,2016-04-14 18:01:32,2016-04-16 06:41:32,132000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414181132.tdms,2016-04-14 18:11:32,2016-04-16 06:41:32,131400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414182132.tdms,2016-04-14 18:21:32,2016-04-16 06:41:32,130800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414183132.tdms,2016-04-14 18:31:32,2016-04-16 06:41:32,130200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414184132.tdms,2016-04-14 18:41:32,2016-04-16 06:41:32,129600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414185132.tdms,2016-04-14 18:51:32,2016-04-16 06:41:32,129000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414190132.tdms,2016-04-14 19:01:32,2016-04-16 06:41:32,128400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414191132.tdms,2016-04-14 19:11:32,2016-04-16 06:41:32,127800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414192132.tdms,2016-04-14 19:21:32,2016-04-16 06:41:32,127200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414193132.tdms,2016-04-14 19:31:32,2016-04-16 06:41:32,126600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414194132.tdms,2016-04-14 19:41:32,2016-04-16 06:41:32,126000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414195132.tdms,2016-04-14 19:51:32,2016-04-16 06:41:32,125400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414200132.tdms,2016-04-14 20:01:32,2016-04-16 06:41:32,124800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414201132.tdms,2016-04-14 20:11:32,2016-04-16 06:41:32,124200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414202132.tdms,2016-04-14 20:21:32,2016-04-16 06:41:32,123600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414203132.tdms,2016-04-14 20:31:32,2016-04-16 06:41:32,123000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414204132.tdms,2016-04-14 20:41:32,2016-04-16 06:41:32,122400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414205132.tdms,2016-04-14 20:51:32,2016-04-16 06:41:32,121800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414210132.tdms,2016-04-14 21:01:32,2016-04-16 06:41:32,121200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414211132.tdms,2016-04-14 21:11:32,2016-04-16 06:41:32,120600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414212132.tdms,2016-04-14 21:21:32,2016-04-16 06:41:32,120000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414213132.tdms,2016-04-14 21:31:32,2016-04-16 06:41:32,119400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414214132.tdms,2016-04-14 21:41:32,2016-04-16 06:41:32,118800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414215132.tdms,2016-04-14 21:51:32,2016-04-16 06:41:32,118200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414220132.tdms,2016-04-14 22:01:32,2016-04-16 06:41:32,117600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414221132.tdms,2016-04-14 22:11:32,2016-04-16 06:41:32,117000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414222132.tdms,2016-04-14 22:21:32,2016-04-16 06:41:32,116400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414223132.tdms,2016-04-14 22:31:32,2016-04-16 06:41:32,115800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414224132.tdms,2016-04-14 22:41:32,2016-04-16 06:41:32,115200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414225132.tdms,2016-04-14 22:51:32,2016-04-16 06:41:32,114600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414230132.tdms,2016-04-14 23:01:32,2016-04-16 06:41:32,114000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414231132.tdms,2016-04-14 23:11:32,2016-04-16 06:41:32,113400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414232132.tdms,2016-04-14 23:21:32,2016-04-16 06:41:32,112800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414233132.tdms,2016-04-14 23:31:32,2016-04-16 06:41:32,112200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414234132.tdms,2016-04-14 23:41:32,2016-04-16 06:41:32,111600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160414235132.tdms,2016-04-14 23:51:32,2016-04-16 06:41:32,111000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415000132.tdms,2016-04-15 00:01:32,2016-04-16 06:41:32,110400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415001132.tdms,2016-04-15 00:11:32,2016-04-16 06:41:32,109800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415002132.tdms,2016-04-15 00:21:32,2016-04-16 06:41:32,109200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415003132.tdms,2016-04-15 00:31:32,2016-04-16 06:41:32,108600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415004132.tdms,2016-04-15 00:41:32,2016-04-16 06:41:32,108000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415005132.tdms,2016-04-15 00:51:32,2016-04-16 06:41:32,107400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415010132.tdms,2016-04-15 01:01:32,2016-04-16 06:41:32,106800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415011132.tdms,2016-04-15 01:11:32,2016-04-16 06:41:32,106200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415012132.tdms,2016-04-15 01:21:32,2016-04-16 06:41:32,105600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415013132.tdms,2016-04-15 01:31:32,2016-04-16 06:41:32,105000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415014132.tdms,2016-04-15 01:41:32,2016-04-16 06:41:32,104400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415015132.tdms,2016-04-15 01:51:32,2016-04-16 06:41:32,103800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415020132.tdms,2016-04-15 02:01:32,2016-04-16 06:41:32,103200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415021132.tdms,2016-04-15 02:11:32,2016-04-16 06:41:32,102600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415022132.tdms,2016-04-15 02:21:32,2016-04-16 06:41:32,102000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415023132.tdms,2016-04-15 02:31:32,2016-04-16 06:41:32,101400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415024132.tdms,2016-04-15 02:41:32,2016-04-16 06:41:32,100800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415025132.tdms,2016-04-15 02:51:32,2016-04-16 06:41:32,100200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415030132.tdms,2016-04-15 03:01:32,2016-04-16 06:41:32,99600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415031132.tdms,2016-04-15 03:11:32,2016-04-16 06:41:32,99000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415032132.tdms,2016-04-15 03:21:32,2016-04-16 06:41:32,98400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415033132.tdms,2016-04-15 03:31:32,2016-04-16 06:41:32,97800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415034132.tdms,2016-04-15 03:41:32,2016-04-16 06:41:32,97200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415035132.tdms,2016-04-15 03:51:32,2016-04-16 06:41:32,96600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415040132.tdms,2016-04-15 04:01:32,2016-04-16 06:41:32,96000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415041132.tdms,2016-04-15 04:11:32,2016-04-16 06:41:32,95400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415042132.tdms,2016-04-15 04:21:32,2016-04-16 06:41:32,94800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415043132.tdms,2016-04-15 04:31:32,2016-04-16 06:41:32,94200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415044132.tdms,2016-04-15 04:41:32,2016-04-16 06:41:32,93600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415045132.tdms,2016-04-15 04:51:32,2016-04-16 06:41:32,93000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415050132.tdms,2016-04-15 05:01:32,2016-04-16 06:41:32,92400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415051132.tdms,2016-04-15 05:11:32,2016-04-16 06:41:32,91800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415052132.tdms,2016-04-15 05:21:32,2016-04-16 06:41:32,91200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415053132.tdms,2016-04-15 05:31:32,2016-04-16 06:41:32,90600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415054132.tdms,2016-04-15 05:41:32,2016-04-16 06:41:32,90000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415055132.tdms,2016-04-15 05:51:32,2016-04-16 06:41:32,89400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415060132.tdms,2016-04-15 06:01:32,2016-04-16 06:41:32,88800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415061132.tdms,2016-04-15 06:11:32,2016-04-16 06:41:32,88200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415062132.tdms,2016-04-15 06:21:32,2016-04-16 06:41:32,87600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415063132.tdms,2016-04-15 06:31:32,2016-04-16 06:41:32,87000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415064132.tdms,2016-04-15 06:41:32,2016-04-16 06:41:32,86400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415065132.tdms,2016-04-15 06:51:32,2016-04-16 06:41:32,85800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415070132.tdms,2016-04-15 07:01:32,2016-04-16 06:41:32,85200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415071132.tdms,2016-04-15 07:11:32,2016-04-16 06:41:32,84600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415072132.tdms,2016-04-15 07:21:32,2016-04-16 06:41:32,84000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415073132.tdms,2016-04-15 07:31:32,2016-04-16 06:41:32,83400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415074132.tdms,2016-04-15 07:41:32,2016-04-16 06:41:32,82800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415075132.tdms,2016-04-15 07:51:32,2016-04-16 06:41:32,82200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415080132.tdms,2016-04-15 08:01:32,2016-04-16 06:41:32,81600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415081132.tdms,2016-04-15 08:11:32,2016-04-16 06:41:32,81000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415082132.tdms,2016-04-15 08:21:32,2016-04-16 06:41:32,80400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415083132.tdms,2016-04-15 08:31:32,2016-04-16 06:41:32,79800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415084132.tdms,2016-04-15 08:41:32,2016-04-16 06:41:32,79200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415085132.tdms,2016-04-15 08:51:32,2016-04-16 06:41:32,78600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415090132.tdms,2016-04-15 09:01:32,2016-04-16 06:41:32,78000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415091132.tdms,2016-04-15 09:11:32,2016-04-16 06:41:32,77400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415092132.tdms,2016-04-15 09:21:32,2016-04-16 06:41:32,76800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415093132.tdms,2016-04-15 09:31:32,2016-04-16 06:41:32,76200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415094132.tdms,2016-04-15 09:41:32,2016-04-16 06:41:32,75600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415095132.tdms,2016-04-15 09:51:32,2016-04-16 06:41:32,75000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415100132.tdms,2016-04-15 10:01:32,2016-04-16 06:41:32,74400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415101132.tdms,2016-04-15 10:11:32,2016-04-16 06:41:32,73800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415102132.tdms,2016-04-15 10:21:32,2016-04-16 06:41:32,73200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415103132.tdms,2016-04-15 10:31:32,2016-04-16 06:41:32,72600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415104132.tdms,2016-04-15 10:41:32,2016-04-16 06:41:32,72000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415105132.tdms,2016-04-15 10:51:32,2016-04-16 06:41:32,71400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415110132.tdms,2016-04-15 11:01:32,2016-04-16 06:41:32,70800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415111132.tdms,2016-04-15 11:11:32,2016-04-16 06:41:32,70200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415112132.tdms,2016-04-15 11:21:32,2016-04-16 06:41:32,69600.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415113132.tdms,2016-04-15 11:31:32,2016-04-16 06:41:32,69000.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415114132.tdms,2016-04-15 11:41:32,2016-04-16 06:41:32,68400.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415115132.tdms,2016-04-15 11:51:32,2016-04-16 06:41:32,67800.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415120132.tdms,2016-04-15 12:01:32,2016-04-16 06:41:32,67200.0
Train4,modified_KIMM Simulator_KIMM Bearing Test_20160415121132.tdms,2016-04-15 12:11:32,2016-04-16 06:41:32,66600.0
